TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer,Amount_Cleaned,LatePayment_Cleaned,TotalFees,Fraud_Suspicion_Score,Is_High_Risk,LatePayment_Flag,Risk_Status,Risk_Level,Year,Month,MonthName,Quarter,YearMonth,DateKey,Income_Group,CreditScore_Group,IF_Anomaly_Flag,IF_Anomaly_Score,LOF_Anomaly_Flag,LOF_Anomaly_Score,Anomaly_Count,Early_Warning_Score,Early_Warning_Level
3405,3426,2024-12-13,Loan Payment,362.7531821908164,Mortgage,Platinum,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,185.12,565,6476.55,Middle Income Segment,Mid-tier Savings Booster,362.7531821908164,185.12,0.0,0,0,1,Normal,Normal,2024,12,Dec,Q4,2024-12,20241213,Middle Income,Medium,0,-0.014529357029412826,0,1.060630923535319,0,1,Low
3406,9264,2025-05-06,Fee,394.5757596824717,Savings Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,727,3338.16,Middle Income Segment,Mid-tier Savings Booster,394.5757596824717,0.0,0.0,0,0,0,Normal,Normal,2025,5,May,Q2,2025-05,20250506,Middle Income,Good,0,-0.06454930042404183,0,1.005298049102193,0,0,Low
3407,9089,2023-06-20,Withdrawal,2228.901605815091,Credit Card,Student,Bilbao,43.263,-2.935,Mobile,EUR,6.02,0.0,0.0,402,3615.39,Middle Income Segment,Gold Card with Travel Benefits,2228.901605815091,0.0,6.02,20,0,0,Normal,Low,2023,6,Jun,Q2,2023-06,20230620,Middle Income,Low,0,-0.05180073794708212,0,1.0596962363482658,0,0,Low
3408,3962,2024-12-14,Withdrawal,4023.805823358794,Savings Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,780,7350.23,High Income Segment,Premium Investment Services,4023.805823358794,0.0,0.0,0,0,0,Normal,Normal,2024,12,Dec,Q4,2024-12,20241214,High Income,Good,0,-0.057828227694417755,1,1.0745453712537256,1,1,Low
3409,1859,2023-09-27,Withdrawal,3295.733139164156,Savings Account,Platinum,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,592,2789.62,Low Income Segment,No-Fee Basic Account,3295.733139164156,0.0,0.0,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230927,Low Income,Medium,0,-0.04435669370987094,0,0.9947255234737393,0,0,Low
3410,5138,2024-09-11,Fee,4457.108906541654,Savings Account,Standard,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,0.0,0.0,840,3224.68,Middle Income Segment,Mid-tier Savings Booster,4457.108906541654,0.0,0.0,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240911,Middle Income,Good,0,-0.054928647125671026,0,1.011025272904615,0,0,Low
3411,3424,2024-01-21,Loan Payment,8850.169595263738,Credit Card,Gold,Malaga,36.7213,-4.4214,Online,EUR,48.01,0.0,144.88,568,4776.51,Middle Income Segment,Gold Card with Travel Benefits,8850.169595263738,144.88,48.01,0,0,1,Normal,Normal,2024,1,Jan,Q1,2024-01,20240121,Middle Income,Medium,0,-0.007133220762689629,0,1.0038590323475223,0,1,Low
3412,5017,2024-11-08,Withdrawal,1872.005194194384,Savings Account,Business,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,783,4667.97,Middle Income Segment,Mid-tier Savings Booster,1872.005194194384,0.0,0.0,0,0,0,Normal,Normal,2024,11,Nov,Q4,2024-11,20241108,Middle Income,Good,0,-0.06220330420851822,0,1.0221933757018953,0,0,Low
3413,9560,2024-10-27,Withdrawal,5485.595162035552,Mortgage,Platinum,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,0.0,577,8781.69,High Income Segment,Exclusive Platinum Package,5485.595162035552,0.0,0.0,0,0,0,Normal,Normal,2024,10,Oct,Q4,2024-10,20241027,High Income,Medium,0,-0.050468345961768524,0,0.999911131889812,0,0,Low
3414,9342,2023-04-25,Withdrawal,10378.96127337326,Loan,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,81.53,0.0,726,9862.85,High Income Segment,Premium Investment Services,10378.96127337326,0.0,81.53,20,0,0,Normal,Low,2023,4,Apr,Q2,2023-04,20230425,High Income,Good,1,0.0003148138087704089,0,1.00171152320896,1,1,Low
3415,2134,2023-04-07,Card Payment,3329.837872115468,Checking Account,Student,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,550,9430.64,High Income Segment,Premium Investment Services,3329.837872115468,0.0,0.0,0,0,0,Normal,Normal,2023,4,Apr,Q2,2023-04,20230407,High Income,Medium,0,-0.05475348188437246,0,0.9945718482747785,0,0,Low
3416,6166,2024-04-05,Fee,12774.34749988513,Mortgage,Business,Bilbao,43.263,-2.935,ATM,USD,0.0,0.0,0.0,815,1334.74,Low Income Segment,Financial Literacy Program Access,12774.34749988513,0.0,0.0,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240405,Low Income,Good,0,-0.016118423473681642,0,1.0181450223750719,0,0,Low
3417,6119,2024-08-15,Card Payment,6287.96634542692,Loan,Platinum,Valencia,39.4699,-0.3763,Mobile,USD,0.0,45.24,0.0,760,1679.28,Low Income Segment,Financial Literacy Program Access,6287.96634542692,0.0,45.24,0,0,0,Normal,Normal,2024,8,Aug,Q3,2024-08,20240815,Low Income,Good,0,-0.016569415144218058,0,1.0004882210806223,0,0,Low
3418,6694,2023-06-12,Transfer,3316.355294885785,Checking Account,Standard,Murcia,37.9847,-1.1287,Mobile,USD,0.0,0.0,0.0,486,3609.6,Middle Income Segment,Mid-tier Savings Booster,3316.355294885785,0.0,0.0,0,0,0,Normal,Normal,2023,6,Jun,Q2,2023-06,20230612,Middle Income,Low,0,-0.07632678841073431,0,0.982635048782013,0,0,Low
3419,7136,2025-02-28,Loan Payment,1395.615220182525,Savings Account,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0.0,0.0,198.03,645,3040.04,Middle Income Segment,Mid-tier Savings Booster,1395.615220182525,186.53019999999998,0.0,30,0,1,Normal,Low,2025,2,Feb,Q1,2025-02,20250228,Middle Income,Medium,0,-0.02607438883951918,0,0.9918696043112326,0,2,Medium
3420,6485,2023-09-02,Withdrawal,1897.652398086847,Mortgage,Platinum,Madrid,40.4168,-3.7038,Online,EUR,0.0,0.0,0.0,465,8198.08,High Income Segment,Exclusive Platinum Package,1897.652398086847,0.0,0.0,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230902,High Income,Low,0,-0.04486278165160251,0,1.0123838760910333,0,0,Low
3421,5164,2024-04-26,Card Payment,4104.629885397189,Checking Account,Business,Madrid,40.4168,-3.7038,Online,EUR,0.0,0.0,0.0,426,2306.33,Low Income Segment,Financial Literacy Program Access,4104.629885397189,0.0,0.0,20,0,0,Normal,Low,2024,4,Apr,Q2,2024-04,20240426,Low Income,Low,0,-0.039107215783880545,0,1.000869075505739,0,0,Low
3422,3346,2023-08-16,Withdrawal,2541.337142367707,Checking Account,Student,Barcelona,41.3874,2.1686,ATM,EUR,0.0,0.0,0.0,410,6584.31,Middle Income Segment,Mid-tier Savings Booster,2541.337142367707,0.0,0.0,20,0,0,Normal,Low,2023,8,Aug,Q3,2023-08,20230816,Middle Income,Low,0,-0.059734607704245546,0,1.007329344307812,0,0,Low
3423,6039,2025-03-14,Card Payment,1950.965575287263,Checking Account,Gold,Murcia,37.9847,-1.1287,Online,EUR,0.0,0.0,0.0,717,5996.15,Middle Income Segment,Mid-tier Savings Booster,1950.965575287263,0.0,0.0,0,0,0,Normal,Normal,2025,3,Mar,Q1,2025-03,20250314,Middle Income,Good,0,-0.07686441064352528,0,1.0185742875334876,0,0,Low
3424,5897,2024-02-05,Withdrawal,850.419900940841,Savings Account,Student,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,542,5755.33,Middle Income Segment,Mid-tier Savings Booster,850.419900940841,0.0,0.0,0,0,0,Normal,Normal,2024,2,Feb,Q1,2024-02,20240205,Middle Income,Low,0,-0.07110262521682736,0,0.9783588102421614,0,0,Low
3425,9252,2024-03-29,Fee,4832.875228128123,Loan,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0.0,22.63,0.0,787,2280.46,Low Income Segment,Financial Literacy Program Access,4832.875228128123,0.0,22.63,0,0,0,Normal,Normal,2024,3,Mar,Q1,2024-03,20240329,Low Income,Good,0,-0.025182988082018798,0,1.062157339405525,0,0,Low
3426,6041,2024-09-16,Transfer,6907.458124790429,Loan,Student,Valencia,39.4699,-0.3763,Online,EUR,0.0,3.0,0.0,839,1053.1,Low Income Segment,Financial Literacy Program Access,6907.458124790429,0.0,3.0,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240916,Low Income,Good,0,-0.0017995465470022065,1,1.0981952219141882,1,1,Low
3427,4901,2025-04-04,Withdrawal,12474.03983591339,Mortgage,Business,Murcia,37.9847,-1.1287,Online,USD,0.0,0.0,0.0,360,8514.52,High Income Segment,Exclusive Platinum Package,12474.03983591339,0.0,0.0,40,1,0,High Risk,High,2025,4,Apr,Q2,2025-04,20250404,High Income,Very Low,0,-0.036727007880721696,0,1.0113931274916168,0,4,High
3428,2337,2024-02-28,Card Payment,4092.057493561759,Savings Account,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,0.0,0.0,481,6852.99,Middle Income Segment,Mid-tier Savings Booster,4092.057493561759,0.0,0.0,0,0,0,Normal,Normal,2024,2,Feb,Q1,2024-02,20240228,Middle Income,Low,0,-0.06481103440942498,0,1.005223793811727,0,0,Low
3429,2184,2025-05-18,Withdrawal,10618.6103390437,Loan,Gold,Bilbao,43.263,-2.935,Online,EUR,0.0,25.36,0.0,507,4002.16,Middle Income Segment,Personal Loan Cashback Offer,10618.6103390437,0.0,25.36,20,0,0,Normal,Low,2025,5,May,Q2,2025-05,20250518,Middle Income,Low,0,-0.03740719066166032,0,1.002986142176872,0,0,Low
3430,5426,2024-02-11,Fee,8592.136769186298,Mortgage,Standard,Madrid,40.4168,-3.7038,ATM,EUR,0.0,0.0,0.0,322,6863.77,Middle Income Segment,Mid-tier Savings Booster,8592.136769186298,0.0,0.0,20,1,0,High Risk,High,2024,2,Feb,Q1,2024-02,20240211,Middle Income,Very Low,0,-0.053414956199085206,0,1.0366375901891973,0,3,Medium
3431,2551,2025-04-07,Loan Payment,6953.063586590724,Loan,Student,Seville,37.3891,-5.9845,Online,EUR,0.0,9.68,27.98,371,2494.84,Low Income Segment,Financial Literacy Program Access,6953.063586590724,27.98,9.68,20,1,1,High Risk,High,2025,4,Apr,Q2,2025-04,20250407,Low Income,Very Low,0,-0.012543684137106936,1,1.0704454139238282,1,5,High
3432,2629,2024-10-05,Loan Payment,8854.385331118232,Credit Card,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,14.26,0.0,170.5,694,9775.91,High Income Segment,Exclusive Platinum Package,8854.385331118232,170.5,14.26,0,0,1,Normal,Normal,2024,10,Oct,Q4,2024-10,20241005,High Income,Medium,0,-0.0003063180485710637,1,1.0729593162162967,1,2,Medium
3433,2526,2025-05-07,Transfer,1442.837215491409,Savings Account,Business,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,765,7176.84,High Income Segment,Premium Investment Services,1442.837215491409,0.0,0.0,0,0,0,Normal,Normal,2025,5,May,Q2,2025-05,20250507,High Income,Good,0,-0.04976029031022011,0,1.011364330871892,0,0,Low
3434,2361,2023-01-05,Loan Payment,1431.051587450859,Credit Card,Student,Bilbao,43.263,-2.935,Branch,EUR,13.03,0.0,33.16,434,7476.44,High Income Segment,Exclusive Platinum Package,1431.051587450859,33.16,13.03,20,0,1,Normal,Low,2023,1,Jan,Q1,2023-01,20230105,High Income,Low,0,-0.03597842385558303,0,1.0618274909564542,0,1,Low
3435,5370,2023-02-16,Withdrawal,1039.153909335793,Loan,Business,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,40.39,0.0,845,3104.55,Middle Income Segment,Personal Loan Cashback Offer,1039.153909335793,0.0,40.39,0,0,0,Normal,Normal,2023,2,Feb,Q1,2023-02,20230216,Middle Income,Good,0,-0.020105492901476896,0,1.0593629704181364,0,0,Low
3436,6283,2025-01-05,Fee,10940.89059128668,Loan,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0.0,37.45,0.0,570,2221.88,Low Income Segment,Financial Literacy Program Access,10940.89059128668,0.0,37.45,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250105,Low Income,Medium,0,-0.019461771225572022,0,0.99727060204409,0,0,Low
3437,8610,2023-09-27,Withdrawal,3642.562060204963,Credit Card,Platinum,Bilbao,43.263,-2.935,Branch,EUR,37.08,0.0,0.0,564,1598.71,Low Income Segment,Financial Literacy Program Access,3642.562060204963,0.0,37.08,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230927,Low Income,Medium,0,-0.00977858302096335,0,0.9929046235598621,0,0,Low
3438,2993,2024-10-06,Withdrawal,2490.180867652217,Savings Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,543,3748.37,Middle Income Segment,Mid-tier Savings Booster,2490.180867652217,0.0,0.0,0,0,0,Normal,Normal,2024,10,Oct,Q4,2024-10,20241006,Middle Income,Low,0,-0.07558850377037046,0,0.9610933762830328,0,0,Low
3439,1869,2023-05-01,Transfer,11968.4561269633,Mortgage,Platinum,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,0.0,566,1878.81,Low Income Segment,Financial Literacy Program Access,11968.4561269633,0.0,0.0,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230501,Low Income,Medium,0,-0.03034641639062885,0,0.9908957281790811,0,0,Low
3440,2014,2024-08-12,Loan Payment,2914.817788067925,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Mobile,EUR,0.0,0.0,9.81,776,9962.92,High Income Segment,Premium Investment Services,2914.817788067925,9.81,0.0,0,0,1,Normal,Normal,2024,8,Aug,Q3,2024-08,20240812,High Income,Good,0,-0.04059435746600659,0,1.0496234288578827,0,1,Low
3441,1602,2024-11-03,Loan Payment,8491.010419298407,Credit Card,Student,Valencia,39.4699,-0.3763,Online,EUR,3.28,0.0,135.12,487,9903.58,High Income Segment,Exclusive Platinum Package,8491.010419298407,135.12,3.28,0,0,1,Normal,Normal,2024,11,Nov,Q4,2024-11,20241103,High Income,Low,0,-0.008435476741666559,0,1.0613140398873286,0,1,Low
3442,1690,2025-01-24,Loan Payment,1608.03189602797,Savings Account,Student,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,98.33,402,1393.3,Low Income Segment,No-Fee Basic Account,1608.03189602797,98.33,0.0,20,0,1,Normal,Low,2025,1,Jan,Q1,2025-01,20250124,Low Income,Low,0,-0.017260977066815175,0,1.006144690828359,0,1,Low
3443,9685,2023-05-26,Card Payment,3654.504580442998,Savings Account,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0.0,0.0,0.0,454,4496.29,Middle Income Segment,Mid-tier Savings Booster,3654.504580442998,0.0,0.0,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230526,Middle Income,Low,0,-0.07309388219386825,0,1.0111347819450216,0,0,Low
3444,1489,2023-11-02,Withdrawal,5206.684363210632,Checking Account,Standard,Madrid,40.4168,-3.7038,Branch,USD,0.0,0.0,0.0,360,5368.28,Middle Income Segment,Mid-tier Savings Booster,5206.684363210632,0.0,0.0,20,1,0,High Risk,High,2023,11,Nov,Q4,2023-11,20231102,Middle Income,Very Low,0,-0.058766476230509235,0,0.995604270882791,0,3,Medium
3445,7864,2023-01-14,Fee,3011.942085515591,Mortgage,Standard,Bilbao,43.263,-2.935,Mobile,EUR,0.0,0.0,0.0,322,2294.51,Low Income Segment,Financial Literacy Program Access,3011.942085515591,0.0,0.0,20,1,0,High Risk,High,2023,1,Jan,Q1,2023-01,20230114,Low Income,Very Low,0,-0.035340090940548796,0,1.0230962913084518,0,3,Medium
3446,8240,2024-04-12,Fee,1868.046279093454,Mortgage,Platinum,Malaga,36.7213,-4.4214,ATM,USD,0.0,0.0,0.0,555,2668.61,Low Income Segment,Financial Literacy Program Access,1868.046279093454,0.0,0.0,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240412,Low Income,Medium,0,-0.04744742559940329,0,1.0097179383146762,0,0,Low
3447,8786,2024-06-23,Withdrawal,1396.138018298578,Loan,Platinum,Barcelona,41.3874,2.1686,Mobile,EUR,0.0,46.79,0.0,525,9496.18,High Income Segment,Premium Investment Services,1396.138018298578,0.0,46.79,0,0,0,Normal,Normal,2024,6,Jun,Q2,2024-06,20240623,High Income,Low,0,-0.02976393363733143,0,0.9924771560200457,0,0,Low
3448,9024,2024-10-09,Deposit,8086.346275101047,Loan,Student,Bilbao,43.263,-2.935,Online,EUR,0.0,4.54,0.0,360,8289.93,High Income Segment,Premium Investment Services,8086.346275101047,0.0,4.54,20,1,0,High Risk,High,2024,10,Oct,Q4,2024-10,20241009,High Income,Very Low,0,-0.038799073011798635,0,1.0449266752668542,0,3,Medium
3449,1294,2023-02-20,Withdrawal,136.2631466100127,Credit Card,Standard,Bilbao,43.263,-2.935,Online,EUR,45.42,0.0,0.0,550,5930.69,Middle Income Segment,Gold Card with Travel Benefits,136.2631466100127,0.0,45.42,0,0,0,Normal,Normal,2023,2,Feb,Q1,2023-02,20230220,Middle Income,Medium,0,-0.014541133805116235,0,1.0236300810771386,0,0,Low
3450,6488,2024-09-30,Card Payment,9849.048384649648,Mortgage,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,730,8012.83,High Income Segment,Exclusive Platinum Package,9849.048384649648,0.0,0.0,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240930,High Income,Good,0,-0.050583983363355844,0,0.9972905968219858,0,0,Low
3451,5027,2025-02-04,Loan Payment,7650.768291436809,Credit Card,Standard,Madrid,40.4168,-3.7038,Branch,EUR,44.37,0.0,93.79,734,8635.59,High Income Segment,Exclusive Platinum Package,7650.768291436809,93.79,44.37,0,0,1,Normal,Normal,2025,2,Feb,Q1,2025-02,20250204,High Income,Good,0,-0.00016195925770823294,0,1.0327434568827425,0,1,Low
3452,3912,2024-12-10,Withdrawal,3764.753841966822,Loan,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,52.14,0.0,514,6114.17,Middle Income Segment,Personal Loan Cashback Offer,3764.753841966822,0.0,52.14,0,0,0,Normal,Normal,2024,12,Dec,Q4,2024-12,20241210,Middle Income,Low,0,-0.0435778265724619,0,0.9901233964795035,0,0,Low
3453,5744,2023-04-25,Card Payment,7296.401947417417,Credit Card,Platinum,Malaga,36.7213,-4.4214,Online,EUR,39.47,0.0,0.0,342,7206.86,High Income Segment,Exclusive Platinum Package,7296.401947417417,0.0,39.47,20,1,0,High Risk,High,2023,4,Apr,Q2,2023-04,20230425,High Income,Very Low,0,-0.012919036447262555,0,1.0168660924489699,0,3,Medium
3454,2873,2024-06-01,Deposit,1296.175517463954,Checking Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0.0,0.0,0.0,344,3551.53,Middle Income Segment,Mid-tier Savings Booster,1296.175517463954,0.0,0.0,20,1,0,High Risk,High,2024,6,Jun,Q2,2024-06,20240601,Middle Income,Very Low,0,-0.06179046075645389,0,1.0231062544936727,0,3,Medium
3455,4258,2024-07-23,Withdrawal,9395.22218170379,Credit Card,Gold,Seville,37.3891,-5.9845,ATM,EUR,49.09,0.0,0.0,738,3688.34,Middle Income Segment,Gold Card with Travel Benefits,9395.22218170379,0.0,49.09,0,0,0,Normal,Normal,2024,7,Jul,Q3,2024-07,20240723,Middle Income,Good,0,-0.02100071667276504,0,1.0319237876140281,0,0,Low
3456,3817,2024-09-04,Loan Payment,2890.961637029706,Loan,Standard,Barcelona,41.3874,2.1686,Online,USD,0.0,61.97,35.42,641,8617.31,High Income Segment,Premium Investment Services,2890.961637029706,35.42,61.97,0,0,1,Normal,Normal,2024,9,Sep,Q3,2024-09,20240904,High Income,Medium,0,-0.012822466564716528,0,1.0274082262379833,0,1,Low
3457,9636,2024-08-30,Transfer,6070.095657104081,Loan,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0.0,42.44,0.0,839,7929.44,High Income Segment,Premium Investment Services,6070.095657104081,0.0,42.44,0,0,0,Normal,Normal,2024,8,Aug,Q3,2024-08,20240830,High Income,Good,0,-0.028115698334742922,0,1.0187083415738503,0,0,Low
3458,4641,2024-01-20,Fee,7645.970326743831,Checking Account,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,0.0,0.0,0.0,386,5476.26,Middle Income Segment,Mid-tier Savings Booster,7645.970326743831,0.0,0.0,20,1,0,High Risk,High,2024,1,Jan,Q1,2024-01,20240120,Middle Income,Very Low,0,-0.06463476601088947,0,1.0141401247403254,0,3,Medium
3459,5458,2024-12-13,Deposit,7074.500880660929,Checking Account,Student,Madrid,40.4168,-3.7038,ATM,USD,0.0,0.0,0.0,656,7162.01,High Income Segment,Premium Investment Services,7074.500880660929,0.0,0.0,0,0,0,Normal,Normal,2024,12,Dec,Q4,2024-12,20241213,High Income,Medium,0,-0.050778766264486075,0,1.0043900892820161,0,0,Low
3460,6307,2025-04-03,Transfer,9831.049294692919,Mortgage,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0.0,0.0,0.0,647,5187.26,Middle Income Segment,Mid-tier Savings Booster,9831.049294692919,0.0,0.0,0,0,0,Normal,Normal,2025,4,Apr,Q2,2025-04,20250403,Middle Income,Medium,0,-0.07678073172164834,0,0.9934091290222001,0,0,Low
3461,9933,2023-05-02,Fee,2883.852308496455,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,549,5965.17,Middle Income Segment,Mid-tier Savings Booster,2883.852308496455,0.0,0.0,0,0,0,Normal,Normal,2023,5,May,Q2,2023-05,20230502,Middle Income,Low,0,-0.07595172139452,0,0.9816118818931352,0,0,Low
3462,3041,2023-09-11,Transfer,5461.558878394088,Checking Account,Student,Barcelona,41.3874,2.1686,ATM,USD,0.0,0.0,0.0,553,2407.97,Low Income Segment,Financial Literacy Program Access,5461.558878394088,0.0,0.0,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230911,Low Income,Medium,0,-0.04152224320585973,0,0.9946660614697683,0,0,Low
3463,1679,2025-03-30,Withdrawal,6866.071722044552,Mortgage,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,0.0,0.0,577,1410.72,Low Income Segment,Financial Literacy Program Access,6866.071722044552,0.0,0.0,0,0,0,Normal,Normal,2025,3,Mar,Q1,2025-03,20250330,Low Income,Medium,0,-0.035646648639417355,0,1.0094481292407333,0,0,Low
3464,6738,2023-04-09,Withdrawal,855.6718808504168,Checking Account,Gold,Valencia,39.4699,-0.3763,Online,EUR,0.0,0.0,0.0,562,1420.22,Low Income Segment,Financial Literacy Program Access,855.6718808504168,0.0,0.0,0,0,0,Normal,Normal,2023,4,Apr,Q2,2023-04,20230409,Low Income,Medium,0,-0.02771489880458755,0,1.0000631176877985,0,0,Low
3465,6668,2025-02-11,Fee,3971.406218339271,Savings Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0.0,0.0,0.0,470,6713.15,Middle Income Segment,Mid-tier Savings Booster,3971.406218339271,0.0,0.0,0,0,0,Normal,Normal,2025,2,Feb,Q1,2025-02,20250211,Middle Income,Low,0,-0.06809272005991701,0,0.9997539438781424,0,0,Low
3466,8697,2023-09-25,Fee,4348.294305542045,Savings Account,Student,Madrid,40.4168,-3.7038,Branch,EUR,0.0,0.0,0.0,805,5761.79,Middle Income Segment,Mid-tier Savings Booster,4348.294305542045,0.0,0.0,0,0,0,Normal,Normal,2023,9,Sep,Q3,2023-09,20230925,Middle Income,Good,0,-0.0584982266406226,0,1.0234812556068351,0,0,Low
3467,9033,2024-04-23,Withdrawal,2036.122453057055,Savings Account,Student,Malaga,36.7213,-4.4214,ATM,EUR,0.0,0.0,0.0,303,6992.8,Middle Income Segment,Mid-tier Savings Booster,2036.122453057055,0.0,0.0,20,1,0,High Risk,High,2024,4,Apr,Q2,2024-04,20240423,Middle Income,Very Low,0,-0.05062406321930546,0,1.0501441111935017,0,3,Medium
3468,1062,2023-08-10,Withdrawal,5193.880203690019,Checking Account,Platinum,Seville,37.3891,-5.9845,Branch,EUR,0.0,0.0,0.0,501,6594.17,Middle Income Segment,Mid-tier Savings Booster,5193.880203690019,0.0,0.0,0,0,0,Normal,Normal,2023,8,Aug,Q3,2023-08,20230810,Middle Income,Low,0,-0.060633565456615246,0,0.9893551181326558,0,0,Low
3469,8829,2025-01-16,Card Payment,389.0308546492984,Loan,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,0.0,83.11,0.0,790,5628.96,Middle Income Segment,Personal Loan Cashback Offer,389.0308546492984,0.0,83.11,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250116,Middle Income,Good,0,-0.023984351734541165,0,1.0239750558292544,0,0,Low
3470,8352,2024-04-27,Fee,2459.106595680375,Loan,Gold,Madrid,40.4168,-3.7038,Branch,EUR,0.0,80.4,0.0,493,2003.85,Low Income Segment,Financial Literacy Program Access,2459.106595680375,0.0,80.4,0,0,0,Normal,Normal,2024,4,Apr,Q2,2024-04,20240427,Low Income,Low,0,-0.009968397370396898,0,1.006693300496737,0,0,Low
3471,7915,2025-01-25,Fee,8503.288612388309,Mortgage,Business,Malaga,36.7213,-4.4214,Online,EUR,0.0,0.0,0.0,672,8817.56,High Income Segment,Exclusive Platinum Package,8503.288612388309,0.0,0.0,0,0,0,Normal,Normal,2025,1,Jan,Q1,2025-01,20250125,High Income,Medium,0,-0.04781170351361275,0,0.9951013497878496,0,0,Low
3472,9326,2024-09-18,Card Payment,3412.140308161593,Loan,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0.0,28.1,0.0,568,8533.07,High Income Segment,Premium Investment Services,3412.140308161593,0.0,28.1,0,0,0,Normal,Normal,2024,9,Sep,Q3,2024-09,20240918,High Income,Medium,0,-0.04822562628612381,0,0.9986844070735647,0,0,Low
3473,4644,2024-04-30,Fee,11726.29039694356,Loan,Gold,Bilbao,43.263,-2.935,Mobile,USD,0.0,43.75,0.0,504,6317.76,Middle Income Segment,Personal Loan Cashback Offer,11726.29039694356,0.0,43.75,20,0,0,Normal,Low,2024,4,Apr,Q2,2024-04,20240430,Middle Income,Low,0,-0.03595860668982476,0,0.9987413187082298,0,0,Low
3474,5970,2023-11-08,Loan Payment,12474.30803427367,Mortgage,Standard,Seville,37.3891,-5.9845,ATM,EUR,0.0,0.0,177.3,302,3345.78,Middle Income Segment,Mid-tier Savings Booster,12474.30803427367,177.3,0.0,20,1,1,High Risk,High,2023,11,Nov,Q4,2023-11,20231108,Middle Income,Very Low,0,-0.003260392262415257,1,1.0676975485519535,1,5,High
3475,9003,2023-07-30,Card Payment,3268.932275026137,Savings Account,Gold,Malaga,36.7213,-4.4214,Branch,USD,0.0,0.0,0.0,587,5966.8,Middle Income Segment,Mid-tier Savings Booster,3268.932275026137,0.0,0.0,0,0,0,Normal,Normal,2023,7,Jul,Q3,2023-07,20230730,Middle Income,Medium,0,-0.0743871913368665,0,0.975677746647389,0,0,Low
3476,4278,2023-08-06,Loan Payment,14882.63991015597,Mortgage,Student,Barcelona,41.3874,2.1686,Branch,EUR,0.0,0.0,0.14,322,7368.26,High Income Segment,Exclusive Platinum Package,14201.545555247121,0.14,0.0,50,1,1,High Risk,High,2023,8,Aug,Q3,2023-08,20230806,High Income,Very Low,0,-0.02082425485580064,1,1.0969158430597385,1,6,Critical
